"","Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Developer"
"381","Battlefield 4","X360","2013","Shooter","Electronic Arts",3.48,79,5.6,"EA DICE"
"382","Battlefield: Bad Company 2","X360","2010","Shooter","Electronic Arts",3.47,88,8.6,"EA DICE"
"384","Guitar Hero: On Tour","DS","2008","Misc","Activision",3.46,71,8.8,"Vicarious Visions"
"385","Clubhouse Games","DS","2006","Misc","Nintendo",3.45,83,8.4,"Agenda"
"387","Borderlands","X360","2009","Shooter","Take-Two Interactive",3.44,84,8.2,"Gearbox Software"
"388","Tekken 4","PS2","2002","Fighting","Namco Bandai Games",3.44,79,8.3,"Namco"
"390","Grand Theft Auto 2","PS","1998","Action","Take-Two Interactive",3.42,70,8,"DMA Design"
"391","Metal Gear Solid V: The Phantom Pain","PS4","2015","Action","Konami Digital Entertainment",3.41,93,8.2,"Kojima Productions, Moby Dick Studio"
"392","Spider-Man 2","PS2","2004","Action","Activision",3.41,80,8.9,"Treyarch"
"394","FIFA Soccer 2003","PS2","2002","Sports","Electronic Arts",3.4,88,6.7,"EA Canada"
"395","LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment",3.39,91,8.4,"Media Molecule"
"396","Crash Bash","PS","2000","Misc","Sony Computer Entertainment",3.39,68,8.2,"Eurocom Entertainment Software"
"397","Assassin's Creed Syndicate","PS4","2015","Action","Ubisoft",3.39,76,6.8,"Ubisoft Quebec"
"398","LEGO Batman: The Videogame","X360","2008","Action","Warner Bros. Interactive Entertainment",3.38,76,7.9,"Traveller's Tales"
"399","Destiny","XOne","2014","Shooter","Activision",3.37,75,5.5,"Bungie Software, Bungie"
"402","Far Cry 3","PS3","2012","Shooter","Ubisoft",3.35,90,8.5,"Ubisoft Montreal"
"405","James Bond 007: Nightfire","PS2","2002","Shooter","Electronic Arts",3.33,77,8.5,"Eurocom Entertainment Software"
"408","Star Wars Episode III: Revenge of the Sith","PS2","2005","Action","LucasArts",3.32,60,7.2,"Double Helix Games"
"409","The Legend of Zelda: Spirit Tracks","DS","2009","Action","Nintendo",3.31,87,7.8,"Nintendo"
"410","Max Payne","PS2","2001","Shooter","Take-Two Interactive",3.31,80,8.5,"Rockstar Toronto"
"411","Assassin's Creed IV: Black Flag","X360","2013","Action","Ubisoft",3.3,86,7.9,"Ubisoft"
"412","The Lord of the Rings: The Return of the King","PS2","2003","Action","Electronic Arts",3.28,85,8.7,"EA Games"
"414","Gears of War: Ultimate Edition","XOne","2015","Shooter","Microsoft Game Studios",3.28,82,7.5,"Splash Damage, The Coalition"
"415","True Crime: Streets of LA","PS2","2003","Action","Activision",3.27,77,8,"Luxoflux, Inc."
"416","Professor Layton and the Unwound Future","DS","2008","Puzzle","Nintendo",3.26,86,9.2,"Level 5"
"418","FIFA 16","XOne","2015","Sports","Electronic Arts",3.25,84,4.4,"EA Sports"
"419","Wii Music","Wii","2008","Misc","Nintendo",3.25,63,4.6,"Nintendo"
"421","Madden NFL 16","PS4","2015","Sports","Electronic Arts",3.24,83,5.9,"EA Sports"
"422","Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment",3.23,81,7.7,"Polyphony Digital"
"423","Halo: The Master Chief Collection","XOne","2014","Shooter","Microsoft Game Studios",3.23,85,7.2,"343 Industries"
"425","Super Mario Maker","WiiU","2015","Platform","Nintendo",3.21,88,8.7,"Nintendo"
"430","God of War: Chains of Olympus","PSP","2008","Action","Sony Computer Entertainment",3.18,91,8.6,"Ready at Dawn"
"431","Enter the Matrix","PS2","2003","Action","Atari",3.18,62,8.1,"Shiny Entertainment"
"432","Crisis Core: Final Fantasy VII","PSP","2007","Role-Playing","Square Enix",3.18,83,8,"Square Enix"
"433","Dance Central","X360","2010","Misc","MTV Games",3.17,82,7.6,"Harmonix Music Systems"
"434","L.A. Noire","PS3","2011","Adventure","Take-Two Interactive",3.17,89,7.7,"Team Bondi"
"435","Ace Combat 04: Shattered Skies","PS2","2001","Simulation","Sony Computer Entertainment Europe",3.17,89,9.1,"Namco"
"436","Animal Crossing","GC","2001","Simulation","Nintendo",3.15,87,8.9,"Nintendo"
"437","FIFA Soccer 08","PS2","2007","Sports","Electronic Arts",3.14,83,6.5,"EA Canada"
"439","Spider-Man","PS","2000","Action","Activision",3.13,87,9,"Neversoft Entertainment"
"440","Mario Party 9","Wii","2012","Misc","Nintendo",3.13,73,6.8,"Nd Cube"
"443","Sonic Rush","DS","2005","Platform","Sega",3.12,82,8.5,"Dimps Corporation, Sonic Team"
"445","Rhythm Heaven","DS","2008","Misc","Nintendo",3.11,83,9,"Nintendo"
"446","Fallout: New Vegas","PS3","2010","Role-Playing","Bethesda Softworks",3.11,82,7.8,"Obsidian Entertainment"
"447","Personal Trainer: Cooking","DS","2006","Misc","Nintendo",3.11,81,7.8,"Indies Zero"
"448","The Elder Scrolls IV: Oblivion","PS3","2007","Role-Playing","Ubisoft",3.1,93,8,"4J Studios"
"449","The Legend of Zelda: A Link Between Worlds","3DS","2013","Action","Nintendo",3.1,91,8.9,"Nintendo"
"450","Resident Evil 6","PS3","2012","Shooter","Capcom",3.1,74,5.4,"Capcom"
"451","Mass Effect 2","X360","2010","Role-Playing","Electronic Arts",3.1,96,8.9,"BioWare"
"452","Dragon Ball Z: Budokai","PS2","2002","Fighting","Atari",3.09,67,7.9,"Dimps Corporation"
"453","Madden NFL 2002","PS2","2001","Sports","Electronic Arts",3.08,94,7.9,"EA Sports"
"456","The Sims: Vacation","PC","2002","Simulation","Electronic Arts",3.07,75,7.8,"Maxis"
"457","LEGO Batman: The Videogame","Wii","N/A","Action","Warner Bros. Interactive Entertainment",3.06,74,7.9,"Traveller's Tales"
"458","Animal Crossing: Happy Home Designer","3DS","2015","Simulation","Nintendo",3.05,66,6.9,"Nintendo"
"459","The Sims 4","PC","2014","Simulation","Electronic Arts",3.05,70,3.9,"Maxis"
"460","Borderlands 2","X360","2012","Shooter","Take-Two Interactive",3.05,89,8.2,"Gearbox Software"
"461","LEGO Batman: The Videogame","DS","2008","Action","Warner Bros. Interactive Entertainment",3.05,72,8,"TT Fusion"
"462","Kung Fu Panda","X360","2008","Action","Activision",3.04,75,7.4,"Luxoflux, Inc."
"463","Mass Effect 3","X360","2012","Role-Playing","Electronic Arts",3.04,93,5.8,"BioWare"
"464","Heavy Rain","PS3","2010","Adventure","Sony Computer Entertainment",3.03,87,7.7,"Quantic Dream"
"466","Saints Row 2","X360","2008","Action","THQ",3.03,81,8.1,"Volition Inc."
"467","Tom Clancy's Splinter Cell","XB","2002","Action","Ubisoft",3.02,93,8.5,"Ubisoft Montreal"
"470","FIFA 14","PS4","2013","Sports","Electronic Arts",3.01,87,6.3,"EA Canada"
"471","Killzone 2","PS3","2009","Shooter","Sony Computer Entertainment",3.01,91,8.1,"Guerrilla"
"472","Far Cry 3","X360","2012","Shooter","Ubisoft",3,91,8.6,"Ubisoft Montreal"
"473","Epic Mickey","Wii","2010","Platform","Disney Interactive Studios",3,73,7,"Junction Point"
"474","NBA 2K13","X360","2012","Sports","Take-Two Interactive",3,88,7.2,"Visual Concepts"
"475","Dragon Ball Z: Budokai Tenkaichi 3","PS2","2007","Fighting","Atari",3,73,9.2,"Spike, Namco Bandai Games"
"478","The Sims: Livin Large","PC","2000","Misc","Electronic Arts",2.99,82,6.6,"Maxis"
"479","World Soccer Winning Eleven 6 International","PS2","2002","Sports","Konami Digital Entertainment",2.99,93,9.1,"KCET"
"480","Devil May Cry","PS2","2001","Action","Capcom",2.99,94,8.5,"Capcom"
"481","Star Wars: The Old Republic","PC","2011","Role-Playing","Electronic Arts",2.96,85,5.9,"LucasArts, BioWare"
"482","Middle-Earth: Shadow of Mordor","PS4","2014","Action","Warner Bros. Interactive Entertainment",2.96,84,8.1,"Monolith Productions"
"483","Sonic Heroes","PS2","2003","Platform","Sega",2.96,64,7.8,"Sonic Team"
"484","Hitman 2: Silent Assassin","PS2","2002","Action","Eidos Interactive",2.96,85,7.8,"Io Interactive"
"485","Titanfall","XOne","2014","Shooter","Electronic Arts",2.95,86,6.4,"Respawn Entertainment"
"486","Battlefield: Bad Company 2","PS3","2010","Shooter","Electronic Arts",2.95,88,8.5,"EA DICE"
"488","SOCOM II: U.S. Navy SEALs","PS2","2003","Shooter","Sony Computer Entertainment",2.94,87,9,"Zipper Interactive"
"490","Pac-Man Collection","GBA","2001","Puzzle","Atari",2.94,79,7.8,"Mass Media"
"491","Street Fighter IV","X360","2009","Fighting","Capcom",2.94,93,7.3,"Capcom"
"492","inFAMOUS","PS3","2009","Action","Sony Computer Entertainment",2.93,85,8.3,"Sucker Punch"
"493","Kirby Super Star Ultra","DS","2008","Platform","Nintendo",2.92,76,8.8,"HAL Labs"
"494","Call of Duty: Ghosts","XOne","2013","Shooter","Activision",2.92,78,4.3,"Infinity Ward"
"497","Mass Effect","X360","2007","Role-Playing","Microsoft Game Studios",2.91,91,8.7,"BioWare"
"498","Sonic Mega Collection Plus","PS2","2004","Misc","Sega",2.9,73,8.6,"Sonic Team"
"499","World Soccer Winning Eleven 7 International","PS2","2003","Sports","Konami Digital Entertainment",2.9,93,9,"KCET"
"500","Sega Superstars Tennis","X360","2008","Sports","Sega",2.89,67,6.8,"Sumo Digital"
"501","Hot Shots Golf 3","PS2","2001","Sports","Sony Computer Entertainment",2.89,85,8.9,"Clap Hanz"
"502","Cooking Mama: Cook Off","Wii","2007","Simulation","505 Games",2.89,61,5.3,"OfficeCreate"
"503","Call of Duty: Finest Hour","PS2","2004","Shooter","Activision",2.89,76,7.7,"Spark Unlimited"
"504","WarioWare: Smooth Moves","Wii","2006","Puzzle","Nintendo",2.89,83,7.4,"Intelligent Systems"
"508","Madden NFL 13","X360","2012","Sports","Electronic Arts",2.86,81,5.8,"EA Tiburon"
"509","The Elder Scrolls III: Morrowind","XB","2002","Role-Playing","Ubisoft",2.86,87,8.7,"Bethesda Softworks"
"510","Assassin's Creed IV: Black Flag","PS4","2013","Action","Ubisoft",2.85,83,7.8,"Ubisoft"
"514","Mortal Kombat","PS3","2011","Fighting","Warner Bros. Interactive Entertainment",2.84,84,8.4,"NetherRealm Studios"
"515","Madden NFL 10","X360","2009","Sports","Electronic Arts",2.83,85,6.1,"EA Tiburon"
"517","BioShock","X360","2007","Shooter","Take-Two Interactive",2.83,96,8.9,"Irrational Games, 2K Marin"
"518","Metroid Prime","GC","2002","Shooter","Nintendo",2.82,97,9.3,"Retro Studios"
"519","Assassin's Creed: Brotherhood","PS3","2010","Action","Ubisoft",2.82,90,8.2,"Ubisoft Montreal"
"523","Medal of Honor","PS3","2010","Shooter","Electronic Arts",2.81,75,7.5,"EA DICE, Danger Close"
"530","inFAMOUS: Second Son","PS4","2014","Action","Sony Computer Entertainment",2.79,80,7.9,"Sucker Punch"
"534","NBA Street","PS2","2001","Sports","Electronic Arts",2.79,89,8.6,"NuFX"
"535","Jak II","PS2","2003","Platform","Sony Computer Entertainment",2.78,87,8.2,"Naughty Dog"
"537","Need for Speed: Hot Pursuit","PS3","2010","Racing","Electronic Arts",2.78,89,7.2,"Criterion Games"
"538","Skylanders: Spyro's Adventure","Wii","2011","Action","Activision",2.78,81,5.6,"Toys for Bob"
"539","Battlefield 3","PC","2011","Shooter","Electronic Arts",2.78,89,7.5,"EA DICE"
"540","Mortal Kombat X","PS4","2015","Fighting","Warner Bros. Interactive Entertainment",2.78,83,7.7,"Warner Bros. Interactive Entertainment, NetherRealm Studios"
"541","The Sims","PS2","2003","Simulation","Electronic Arts",2.77,83,7.7,"Edge of Reality"
"542","Killzone 3","PS3","2011","Shooter","Sony Computer Entertainment",2.77,84,7.9,"Guerrilla"
"543","Star Wars: The Force Unleashed","X360","2008","Action","LucasArts",2.77,73,6.7,"LucasArts"
"545","Yoshi's Island DS","DS","2006","Platform","Nintendo",2.76,81,7.4,"Artoon"
"546","Saints Row: The Third","X360","2011","Action","THQ",2.76,84,7.6,"Volition Inc."
"549","Tekken 6","PS3","2009","Fighting","Namco Bandai Games",2.75,79,7.4,"Namco Bandai Games"
"552","Sonic and the Secret Rings","Wii","2007","Platform","Sega",2.73,69,6.6,"Sonic Team"
"554","The Legend of Zelda: A Link to the Past","GBA","2002","Action","Nintendo",2.7,95,9.1,"Capcom"
"555","Onimusha: Warlords","PS2","2001","Action","Virgin Interactive",2.7,86,8.2,"Capcom"
"557","L.A. Noire","X360","2011","Adventure","Take-Two Interactive",2.7,89,7.8,"Team Bondi"
"558","Call of Duty 3","X360","2006","Shooter","Activision",2.7,82,6.5,"Treyarch"
"559","Madden NFL 12","X360","2011","Sports","Electronic Arts",2.69,78,5.9,"EA Tiburon"
"560","LEGO Star Wars II: The Original Trilogy","PS2","2006","Action","LucasArts",2.69,84,9,"Traveller's Tales"
"561","Killzone: Shadow Fall","PS4","2013","Shooter","Sony Computer Entertainment",2.69,73,6.8,"Guerrilla"
"562","Madden NFL 11","X360","2010","Sports","Electronic Arts",2.69,84,5.7,"EA Tiburon"
"563","Burnout 3: Takedown","PS2","2004","Racing","Electronic Arts",2.68,93,9.1,"Criterion Games"
"566","Mario vs. Donkey Kong: Mini-Land Mayhem!","DS","2010","Puzzle","Nintendo",2.67,79,7.7,"Nintendo"
"567","Professor Layton and the Last Specter","DS","2009","Puzzle","Nintendo",2.67,83,8.7,"Level 5"
"568","Call Of Duty 2: Big Red One","PS2","2005","Shooter","Activision",2.67,77,8.2,"Treyarch"
"569","Medal of Honor","PS","1998","Shooter","Electronic Arts",2.67,92,8.6,"Dreamworks Interactive"
"570","Fable","XB","2004","Role-Playing","Microsoft Game Studios",2.66,85,8.5,"Big Blue Box"
"571","Guitar Hero: World Tour","X360","2008","Misc","Activision",2.66,85,6.3,"Neversoft Entertainment"
"572","FIFA 17","XOne","2016","Sports","Electronic Arts",2.65,84,5.5,"EA Sports, EA Vancouver"
"574","Tom Clancy's Splinter Cell","PS2","2003","Action","Ubisoft",2.65,89,7.7,"Ubisoft Shanghai"
"576","Need for Speed: Shift","PS3","2009","Racing","Electronic Arts",2.65,84,6.9,"Slightly Mad Studios"
"578","Medal of Honor Heroes","PSP","2006","Shooter","Electronic Arts",2.65,71,7.9,"Team Fusion"
"579","Final Fantasy XIII-2","PS3","2011","Role-Playing","Square Enix",2.63,79,6.6,"Square Enix"
"580","Midnight Club: Street Racing","PS2","2000","Racing","Take-Two Interactive",2.63,78,7.8,"Angel Studios"
"581","Skate 3","X360","2010","Sports","Electronic Arts",2.63,80,8,"EA Black Box"
"582","ESPN NFL 2K5","PS2","2004","Sports","Sega",2.62,90,8.2,"Visual Concepts"
"583","Halo Wars","X360","2009","Strategy","Microsoft Game Studios",2.62,82,7.2,"Ensemble Studios"
"584","NBA 2K12","X360","2011","Sports","Take-Two Interactive",2.62,90,7.7,"Visual Concepts"
"586","FIFA Soccer 10","X360","2009","Sports","Electronic Arts",2.62,90,7.5,"EA Sports"
"587","Medal of Honor","X360","2010","Shooter","Electronic Arts",2.61,74,6.7,"Dice, Danger Close"
"588","Harry Potter and the Chamber of Secrets","PS2","2002","Action","Electronic Arts",2.61,71,7.6,"Electronic Arts"
"590","God of War Collection","PS3","2009","Action","Sony Computer Entertainment",2.6,91,8.7,"Bluepoint Games"
"591","NBA Live 2005","PS2","2004","Sports","Electronic Arts",2.59,84,8.1,"EA Canada"
"592","Mario Strikers Charged","Wii","2007","Sports","Nintendo",2.58,79,8,"Next Level Games"
"593","FIFA Soccer 09","PS3","2008","Sports","Electronic Arts",2.58,87,7.5,"EA Canada"
"594","Style Savvy","DS","2008","Simulation","Nintendo",2.58,73,7.7,"syn Sophia"
"595","WWE SmackDown vs. RAW 2007","PS2","2006","Fighting","THQ",2.58,80,8.6,"Yuke's"
"596","LEGO Star Wars: The Complete Saga","X360","2007","Action","LucasArts",2.57,80,7.4,"Traveller's Tales"
"598","Madden NFL 08","PS2","2007","Sports","Electronic Arts",2.57,78,7.8,"EA Tiburon"
"599","Monster Hunter Freedom 2","PSP","2007","Role-Playing","Capcom",2.57,72,8.7,"Capcom"
"602","Sonic Adventure 2 Battle","GC","2001","Platform","Sega",2.56,73,8.3,"Sonic Team"
"605","Madden NFL 13","PS3","2012","Sports","Electronic Arts",2.56,83,5.5,"EA Tiburon"
"606","Dragon Age: Origins","X360","2009","Role-Playing","Electronic Arts",2.56,86,7.9,"BioWare"
"607","Pokémon Colosseum","GC","2003","Role-Playing","Nintendo",2.54,73,8,"Genius Sonority Inc."
"608","LittleBigPlanet","PSP","2009","Platform","Sony Computer Entertainment",2.54,87,7.8,"SCE/WWS, Media Molecule"
"609","Madden NFL 09","X360","2008","Sports","Electronic Arts",2.53,83,7,"EA Tiburon"
"611","Crazy Taxi","PS2","2001","Racing","Acclaim Entertainment",2.52,80,7.9,"Acclaim Studios Cheltenham"
"612","Art Academy","DS","2010","Misc","Nintendo",2.52,75,8,"Headstrong Games"
"613","NBA 2K14","X360","2013","Sports","Take-Two Interactive",2.52,87,4.9,"Visual Concepts"
"615","Skylanders Giants","Wii","2012","Action","Activision",2.52,78,7,"Toys for Bob"
"617","Deca Sports","Wii","2008","Sports","Konami Digital Entertainment",2.5,50,5.4,"CAProduction"
"620","Marvel: Ultimate Alliance","X360","2006","Role-Playing","Activision",2.5,82,7.5,"Raven Software"
"622","Mortal Kombat: Deadly Alliance","PS2","2002","Fighting","Midway Games",2.49,79,8.8,"Midway"
"623","Game Party","Wii","2007","Misc","Midway Games",2.48,25,4.3,"Midway"
"624","Bloodborne","PS4","2015","Action","Sony Computer Entertainment",2.48,92,8.6,"From Software"
"626","Mario Party 4","GC","2002","Misc","Nintendo",2.47,70,7.4,"Hudson"
"627","Pure","X360","2008","Racing","Disney Interactive Studios",2.47,85,7.7,"Black Rock Studio"
"628","Rock Band","X360","N/A","Misc","Electronic Arts",2.47,92,8.2,"Harmonix Music Systems"
"629","NBA 2K13","PS3","2012","Sports","Take-Two Interactive",2.47,90,8,"Visual Concepts"
"630","Saints Row: The Third","PS3","2011","Action","THQ",2.47,82,7.7,"Volition Inc."
"631","Resistance 2","PS3","2008","Shooter","Sony Computer Entertainment",2.46,87,6.1,"Insomniac Games"
"632","NBA 2K15","PS4","2014","Sports","Take-Two Interactive",2.45,83,7,"Visual Concepts"
"634","Final Fantasy Tactics","PS","1997","Role-Playing","SquareSoft",2.45,83,8.2,"SquareSoft"
"635","Midnight Club: Los Angeles","PS3","2008","Racing","Take-Two Interactive",2.45,82,8.2,"Rockstar San Diego"
"637","The Sims: Bustin' Out","PS2","2003","Simulation","Electronic Arts",2.43,81,8.4,"Maxis"
"639","LEGO Harry Potter: Years 1-4","Wii","2010","Action","Warner Bros. Interactive Entertainment",2.43,79,8,"Traveller's Tales"
"641","Call of Duty: Infinite Warfare","XOne","2016","Shooter","Activision",2.42,78,3.1,"Infinity Ward"
"642","Madden NFL 16","XOne","2015","Sports","Electronic Arts",2.42,84,6.1,"EA Sports"
"645","Tom Clancy's Rainbow Six: Vegas 2","X360","2008","Shooter","Ubisoft",2.42,82,7.8,"Ubisoft Montreal"
"648","Need for Speed Carbon: Own the City","PSP","2006","Racing","Electronic Arts",2.42,73,7.9,"EA Canada"
"649","Dragon Ball Z: Budokai 2","PS2","2003","Fighting","Atari",2.41,66,8.2,"Dimps Corporation"
"650","pro evolution soccer 2011","PS3","2010","Sports","Konami Digital Entertainment",2.41,77,6.8,"Konami"
"651","ATV Offroad Fury","PS2","2001","Racing","Sony Computer Entertainment",2.41,82,8.4,"Rainbow Studios"
"653","Need for Speed: ProStreet","PS2","2007","Racing","Electronic Arts",2.41,62,6.2,"Black Box"
"654","Halo: Combat Evolved Anniversary","X360","2011","Shooter","Microsoft Game Studios",2.4,82,8.1,"343 Industries"
"661","Guitar Hero","PS2","2005","Misc","RedOctane",2.38,91,8.7,"Harmonix Music Systems"
"662","Madden NFL 11","PS3","2010","Sports","Electronic Arts",2.38,83,6.1,"EA Tiburon"
"665","Dead Island","X360","2011","Action","Deep Silver",2.37,71,6.9,"Techland"
"666","Half-Life 2","PC","2004","Shooter","Vivendi Games",2.37,96,9.1,"Valve Software"
"667","The Incredibles","PS2","2004","Action","THQ",2.37,62,7.6,"Heavy Iron Studios"
"668","Madden NFL 08","X360","2007","Sports","Electronic Arts",2.37,85,6.4,"EA Tiburon"
"669","Tony Hawk's Underground 2","PS2","2004","Sports","Activision",2.37,83,8.8,"Neversoft Entertainment"
"670","Zumba Fitness","X360","2010","Sports","505 Games",2.37,42,5.5,"Pipeworks Software, Inc."
"671","Madden NFL 10","PS3","2009","Sports","Electronic Arts",2.37,85,6.8,"EA Tiburon"
"673","Midnight Club: Los Angeles","X360","2008","Racing","Take-Two Interactive",2.35,81,8.5,"Rockstar San Diego"
"676","Kinect: Disneyland Adventures","X360","2011","Misc","Microsoft Game Studios",2.35,73,2.9,"Frontier Developments"
"677","WWE SmackDown vs Raw 2008","PS2","2007","Fighting","THQ",2.34,71,7.2,"Yuke's"
"678","The Legend of Zelda: Majora's Mask 3D","3DS","2015","Action","Nintendo",2.34,89,9,"GREZZO"
"679","LEGO Indiana Jones: The Original Adventures","Wii","N/A","Action","LucasArts",2.34,78,6.6,"Traveller's Tales"
"680","Resident Evil - Code: Veronica X","PS2","2001","Action","Capcom",2.34,84,8.4,"Capcom"
